split,sentence_id,aspect_id,text,term,term_normalized,polarity
train,878,878::term::1,"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.",pre-theater prix-fixe,pre-theater prix-fixe,positive
train,2891,2891::term::0,"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",food,food,positive
train,2891,2891::term::1,"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",wine,wine,positive
train,2891,2891::term::2,"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",dining,dining,positive
train,2276,2276::term::0,"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",menu,menu,positive
train,2276,2276::term::1,"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",fried chicken,fried chicken,neutral
train,2276,2276::term::2,"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",pork chop,pork chop,neutral
train,2276,2276::term::3,"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",noodle dishes,noodle dishes,neutral
train,3414,3414::term::0,I cannot imagine better Indian food in all of the city.,Indian food,indian food,positive
train,209,209::term::0,Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,privacy,privacy,positive
train,209,209::term::1,Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,corner booth table,corner booth table,positive
train,209,209::term::2,Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,place,place,positive
train,1228,1228::term::0,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,manager,manager,negative
train,1228,1228::term::1,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,open faced cheese sandwich,open faced cheese sandwich,neutral
train,2077,2077::term::0,very good breads as well.,breads,breads,positive
train,3554,3554::term::0,"if this happens, just ask for real naan.",naan,naan,neutral
train,410,410::term::0,We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,squid,squid,negative
train,410,410::term::1,We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,half-price Saturday night option,half-price saturday night option,positive
train,3492,3492::term::0,"Pizza is terrific, as is homemade pasta.",Pizza,pizza,positive
train,3492,3492::term::1,"Pizza is terrific, as is homemade pasta.",homemade pasta,homemade pasta,positive
train,2439,2439::term::0,This is a wonderful place on all stand points especially value ofr money.,value ofr money,value ofr money,positive
train,3280,3280::term::0,Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,soup,soup,positive
train,3280,3280::term::1,Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,mushrooms,mushrooms,positive
train,2189,2189::term::0,"Service is not exactly five star, but thats not really a big deal.",Service,service,conflict
train,3573,3573::term::0,There are other people waiting!,waiting,waiting,negative
train,277,277::term::0,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",beginning appetizers,beginning appetizers,positive
train,277,277::term::1,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",scallops,scallops,positive
train,277,277::term::2,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",chocolate souffle with rasberry mint sorbet,chocolate souffle with rasberry mint sorbet,positive
train,277,277::term::3,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",taste,taste,positive
train,2811,2811::term::0,Consistently good Japanese Tapas.,Japanese Tapas,japanese tapas,positive
train,3020,3020::term::0,"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",fish,fish,positive
train,3020,3020::term::1,"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",rice,rice,positive
train,3020,3020::term::2,"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",seaweed,seaweed,positive
train,2912,2912::term::0,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",dishes,dishes,positive
train,2912,2912::term::1,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",lamb sausages,lamb sausages,positive
train,2912,2912::term::2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",sardines with biscuits,sardines with biscuits,positive
train,2912,2912::term::3,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",large whole shrimp,large whole shrimp,positive
train,2912,2912::term::4,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",pistachio ice cream,pistachio ice cream,positive
train,1702,1702::term::0,The food is reliable and the price is moderate.,food,food,positive
train,1702,1702::term::1,The food is reliable and the price is moderate.,price,price,neutral
train,882,882::term::0,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",ambiance,ambiance,positive
train,882,882::term::1,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",atmosphere,atmosphere,positive
train,882,882::term::2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",food,food,negative
train,882,882::term::3,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",service,service,negative
train,628,628::term::0,The server was really cool and served us our food and drinks with a smile.,server,server,positive
train,628,628::term::1,The server was really cool and served us our food and drinks with a smile.,food,food,neutral
train,628,628::term::2,The server was really cool and served us our food and drinks with a smile.,drinks,drinks,neutral
train,628,628::term::3,The server was really cool and served us our food and drinks with a smile.,served,served,positive
train,3563,3563::term::0,We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.,food,food,neutral
train,727,727::term::0,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",sushi,sushi,positive
