split,sentence_id,category_id,text,category,polarity
train,1493,1493::cat::0,"The owner is very friendly and a great guy, go try his pizza, you'll like it!",service,positive
train,1493,1493::cat::1,"The owner is very friendly and a great guy, go try his pizza, you'll like it!",food,positive
train,1014,1014::cat::0,The atmosphere is great!!!,ambience,positive
train,674,674::cat::0,"It can be a very fun experience with a group, and kids (6 and over) would love it.",ambience,positive
train,953,953::cat::0,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",service,negative
train,953,953::cat::1,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",price,negative
train,953,953::cat::2,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",food,negative
train,405,405::cat::0,"I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",food,positive
train,3141,3141::cat::0,The service is a little scatty at times but all is forgiven when the food arrives.,food,positive
train,3141,3141::cat::1,The service is a little scatty at times but all is forgiven when the food arrives.,service,negative
train,466,466::cat::0,"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",food,conflict
train,1899,1899::cat::0,And evaluated on those terms Pastis is simply wonderful.,anecdotes/miscellaneous,positive
train,729,729::cat::0,"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .",ambience,neutral
train,729,729::cat::1,"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .",price,positive
train,487,487::cat::0,The pickles were great addition.,food,positive
train,1434,1434::cat::0,"If your favorite Chinese food is General Tao chicken, then this is NOT your place.",food,negative
train,3410,3410::cat::0,You must try the shrimp appetizers.,food,positive
train,1050,1050::cat::0,"Not only is the cuisine the best around, the service has always been attentive and charming.",food,positive
train,1050,1050::cat::1,"Not only is the cuisine the best around, the service has always been attentive and charming.",service,positive
train,1981,1981::cat::0,"Filled with suits, though, so you never really feel terribly comfortable.",ambience,negative
train,1991,1991::cat::0,"The production is a symphony, alot of fun to experience.The food sublime for the most part.",food,positive
train,1991,1991::cat::1,"The production is a symphony, alot of fun to experience.The food sublime for the most part.",anecdotes/miscellaneous,positive
train,2035,2035::cat::0,"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",food,negative
train,2035,2035::cat::1,"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",service,negative
train,3587,3587::cat::0,"my wife and i have been going to nyc for years and wouldn't miss roxy,s food is expensive but it's new york!",anecdotes/miscellaneous,neutral
train,3587,3587::cat::1,"my wife and i have been going to nyc for years and wouldn't miss roxy,s food is expensive but it's new york!",price,conflict
train,2851,2851::cat::0,"It's like you are transported to the Italian countryside, very romantic and filled with antiques.",ambience,positive
train,2294,2294::cat::0,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,food,positive
train,2726,2726::cat::0,Just go and see for yourself.,anecdotes/miscellaneous,neutral
train,1680,1680::cat::0,"The restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.",anecdotes/miscellaneous,neutral
train,3605,3605::cat::0,"Interesting selection, good wines, service fine, fun decor.",food,positive
train,3605,3605::cat::1,"Interesting selection, good wines, service fine, fun decor.",service,positive
train,3605,3605::cat::2,"Interesting selection, good wines, service fine, fun decor.",ambience,positive
train,3624,3624::cat::0,I hate this.,anecdotes/miscellaneous,negative
train,1671,1671::cat::0,Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,service,positive
train,2767,2767::cat::0,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",food,positive
train,1155,1155::cat::0,"That place was awesome,,, sally !",anecdotes/miscellaneous,positive
train,3327,3327::cat::0,The food at this place is 'gourmet' Indian cuisine.,food,neutral
train,1700,1700::cat::0,Finally a reliable Chinese restaurant!,anecdotes/miscellaneous,positive
train,3589,3589::cat::0,get over it!,anecdotes/miscellaneous,neutral
train,898,898::cat::0,But the thing that my wife and I hated was it was so loud and it felt like 'bar' or 'pub'.,ambience,negative
train,2429,2429::cat::0,"However, it just so happens that there's an even more amazing place just down the street.",anecdotes/miscellaneous,positive
train,483,483::cat::0,"While there are plenty of places to go for a good corned beef sandwich, Katz's has a charm about it.",food,positive
train,359,359::cat::0,"However, looking at the table next to ours, we both sort of wished we had ordered pizza, which looked PERRRRRRRRRFECT.",food,positive
train,2795,2795::cat::0,Priced at upper intermediate range.,price,negative
train,342,342::cat::0,"The fish was adequate, but inexpertly sliced.",food,conflict
train,1239,1239::cat::0,I recommend ordering in on a weeknight.,anecdotes/miscellaneous,positive
train,767,767::cat::0,"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.",food,negative
train,767,767::cat::1,"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.",price,negative
train,3157,3157::cat::0,Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,food,positive
train,2123,2123::cat::0,"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.",anecdotes/miscellaneous,positive
train,2123,2123::cat::1,"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.",food,positive
train,2123,2123::cat::2,"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.",price,positive
train,1861,1861::cat::0,So my husband made up an excuse so we can leave.,anecdotes/miscellaneous,negative
train,2888,2888::cat::0,It's very spicy but not offensive.,food,neutral
train,2938,2938::cat::0,"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.",service,positive
train,2544,2544::cat::0,I don't know who they think they are but they have no respect for the residents of the neighborhood ever since they opened their cabaret next door and blasts loud music till three in the morning every weekend during the summer.,anecdotes/miscellaneous,negative
train,2544,2544::cat::1,I don't know who they think they are but they have no respect for the residents of the neighborhood ever since they opened their cabaret next door and blasts loud music till three in the morning every weekend during the summer.,ambience,negative
train,408,408::cat::0,The rice to fish ration was also good--they didn't try to overpack the rice.,food,positive
train,3703,3703::cat::0,They used shredded cheese on top!,food,neutral
train,129,129::cat::0,They are located in the middle of Chinatown!,anecdotes/miscellaneous,neutral
train,529,529::cat::0,The food is great and they have a good selecion of wines at reasonable prices.,food,positive
train,529,529::cat::1,The food is great and they have a good selecion of wines at reasonable prices.,price,positive
train,3504,3504::cat::0,Eating at Ottimo is like eating in Chef Salvatore Esposito's home.,anecdotes/miscellaneous,positive
train,475,475::cat::0,Katz's deli is a great NY experience.,anecdotes/miscellaneous,positive
train,2568,2568::cat::0,Check it out.,anecdotes/miscellaneous,positive
train,1677,1677::cat::0,"The only positive was the wait staff, which was prompt, knowledgable, and likeable.",service,positive
train,2554,2554::cat::0,I couldn't reccommend their Godmother pizza any higher.,food,positive
train,1412,1412::cat::0,"I am not a vegetarian but, almost all the dishes were great.",food,positive
train,2251,2251::cat::0,I was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!,food,positive
train,2251,2251::cat::1,I was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!,ambience,positive
train,808,808::cat::0,i would go again if i didn't have to pay.,anecdotes/miscellaneous,positive
